Prueba,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,Maximo
SP,0.6096895145,0.6936302877,0.6735845893,0.6607602616,0.6523008755,0.6473334354,0.6441625408,0.6422076674,0.6409278754,0.6401428466,0.6396480816,0.6936302877
ES,0.6117037595,0.6990331257,0.6796383188,0.666024572,0.6572837119,0.6514212928,0.6474917611,0.6449211801,0.6427178233,0.641510597,0.6406530039,0.6990331257
MIN3,0.7033672768,0.7078003631,0.6985889334,0.6903208572,0.6830467058,0.6763838612,0.670976623,0.6664687592,0.662565611,0.659361729,0.6565844425,0.7078003631
ES + MIN3,0.7055706331,0.7122510544,0.7034090478,0.695734689,0.6886980267,0.6824573838,0.6769951709,0.6722190342,0.6679156742,0.6642500095,0.661237439,0.7122510544
STEM,0.6101820755,0.684278121,0.6672823804,0.6563821448,0.6497039118,0.6456248454,0.6430630633,0.6415721694,0.6406705958,0.6398899669,0.6394897573,0.684278121
LEMMA,0.6088341194,0.6903494443,0.6711371474,0.659139633,0.6511200382,0.6465308172,0.643623797,0.6419174065,0.6407563563,0.6400131086,0.6395337362,0.6903494443
ES + MIN3 + STEAM,0.6983624505,0.7015993097,0.693869972,0.6871499645,0.6813007379,0.6756098285,0.6711327517,0.6671064597,0.6636321059,0.6605755551,0.6578796331,0.7015993097
ES + MIN3 + LEMMA,0.7040951322,0.7094231981,0.7011397263,0.6936500771,0.6867387518,0.6803727697,0.675238206,0.6706643705,0.666679856,0.6634451917,0.6605557607,0.7094231981
